Comic_ID,Publish Date,Comic-book Title,Price,Publisher,Est. units,Unformatted Total,Total
315110317,2011,Ultimate Comics Ultimates,3.99,Marvel,36400.0,145236.0,145.24K
315110318,2011,Venom,2.99,Marvel,36300.0,108537.00000000001,108.54K
315110319,2011,Fear Itself Fearless,2.99,Marvel,36200.0,108238.00000000001,108.24K
315110320,2011,Journey Into Mystery,2.99,Marvel,36200.0,108238.00000000001,108.24K
315110321,2011,X-Men Prelude To Schism,2.99,Marvel,36200.0,108238.00000000001,108.24K
315110322,2011,Age of X Universe,3.99,Marvel,36200.0,144438.0,144.44K
315110323,2011,Astonishing X-Men,3.99,Marvel,36200.0,144438.0,144.44K
315110324,2011,Fear Itself Spider-Man,2.99,Marvel,35700.0,106743.00000000001,106.74K
315110325,2011,Moon Knight,3.99,Marvel,35500.0,141645.0,141.65K
315110326,2011,Invincible Iron Man,3.99,Marvel,35400.0,141246.0,141.25K
315110327,2011,Ultimate Comics X,3.99,Marvel,35300.0,140847.0,140.85K
315110328,2011,Daredevil Reborn,3.99,Marvel,35200.0,140448.0,140.45K
315110329,2011,Ultimate Comics X-Men,3.99,Marvel,35200.0,140448.0,140.45K
315110330,2011,New Mutants,3.99,Marvel,35100.0,140049.0,140.05K
315110331,2011,Ultimate Comics Spider-Man,3.99,Marvel,35100.0,140049.0,140.05K
315110332,2011,Age of X Universe,3.99,Marvel,34800.0,138852.0,138.85K
315110333,2011,Fear Itself Uncanny X-Force,2.99,Marvel,34700.0,103753.00000000001,103.75K
315110334,2011,Captain America and Bucky,2.99,Marvel,34600.0,103454.00000000001,103.45K
315110335,2011,Wolverine,4.99,Marvel,34400.0,171656.0,171.66K
315110336,2011,Wolverine Best There Is,3.99,Marvel,34300.0,136857.0,136.86K
315110337,2011,Venom,2.99,Marvel,34200.0,102258.00000000001,102.26K
315110338,2011,Journey Into Mystery,2.99,Marvel,34100.0,101959.0,101.96K
315110339,2011,Fear Itself Home Front,3.99,Marvel,33900.0,135261.0,135.26K
